name,telNum,neighborhood,address,hh_sun,hh_mon,hh_tues,hh_wed,hh_thurs,hh_fri,hh_sat
The Bell House,(718) 643-6510,Gowanus,"149 7th St., Brooklyn, NY 11215",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
"The Biergarten at The Standard, High Line",(212) 645-4646,Meatpacking District,"848 Washington St., New York, NY 10014",,,,,,,
The Bitter End,(212) 673-7030,Greenwich Village,"147 Bleecker St., New York, NY 10012",,,,,,,
The Black Ant,(212) 598-0300,East Village,"60 2nd Ave., New York, NY 10003",,,,,,,
The Black Sheep,(212) 599-3476,Murray Hill,"583 3rd Ave., New York, NY 10016",,,,,,,
The Black Sheep Ale House,(516) 307-1280,Mineola,"78 2nd St., Mineola, NY 11501",,,,,,,
The Blarney Rock Pub,(212) 947-0825,Midtown West,"137 W 33rd St., New York, NY 10001",,,,,,,
The Blazer Pub,(914) 277-4424,Purdys,"440 Rt 22, Purdys, NY 10578",,,,,,,
The Bodega,(347) 305-3344,Bushwick,"24 St. Nicholas Ave., Brooklyn, NY 11237",,,,,,,
The Boiler Room,(212) 254-7536,East Village,"86 E 4th St., New York, NY 10003",,,,,,,
The Bonnie,(718) 274-2105,Astoria,"29-12 23rd Ave., Astoria, NY 11105",,,,,,,
The Bowery Ballroom,(212) 533-2111,Lower East Side,"6 Delancey St., New York, NY 10002",,,,,,,
The Bowery Electric,(347) 724-1874,East Village,"327 Bowery St., New York, NY 10003",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
The Bowery Hotel,(212) 505-9100,East Village,"335 Bowery, New York, NY 10003",,,,,,,
The Brass Rail,(201) 659-7074,Hoboken,"135 Washington St., Hoboken, NJ 07030",,,,,,,
The Brazen Fox Kitchen & Craft Beer,(212) 353-1063,East Village,"106 3rd Ave., New York, NY 10003",,11AM-8PM,11AM-8PM,11AM-8PM,11AM-8PM,11AM-8PM,
The Brazen Head,(718) 488-0430,Cobble Hill,"228 Atlantic Ave., Brooklyn, NY 11201",2PM-6PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,2PM-6PM
The Brazen Tavern,(646) 678-5989,Midtown West,"356 W 44th St., New York, NY 10036",,,,,,,
The Breslin,(212) 679-1939,Midtown West,"20 W 29th St., New York, NY 10001",,,,,,,
The Breukelen,(347) 404-7006,Crown Heights,"710 Nostrand Ave., Brooklyn, NY 11216",,,,,,,
The Brew Inn,(718) 564-7155,Greenpoint,"924 Manhattan Ave., Brooklyn, NY 11222",4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM|12AM-2AM,4PM-7PM,4PM-7PM
The Brewery,(718) 777-8007,Astoria,"49-18 30th Ave., Woodside, NY 11377",,,,,,,
The Bronx Beer Hall,(347) 396-0555,Belmont,"2344 Arthur Ave., Bronx, NY 10458",,4PM-7PM,4PM-7PM|9PM-11PM,4PM-7PM,4PM-7PM,4PM-7PM,
The Brooklyn Brewery,(718) 486-7422,Williamsburg - North Side,"79 N 11th St., Brooklyn, NY 11211",,,,,,,
The Brooklyneer,(646) 692-4911,South Village,"220 W Houston St., New York, NY 10014",,,,,,,
The Cabanas at the Maritime Hotel,(212) 835-5537,Chelsea,"88 9th Ave., New York, NY 10011",,,,,,,
The Campbell Apartment,(212) 953-0409,Midtown East,"15 Vanderbilt Ave., New York, NY 10017",,,,,,,
The Cannibal,(212) 686-5480,Flatiron,"113 E 29th St., New York, NY 10016",4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM
The Cannibal Liquor House,(212) 685-5585,Murray Hill,"111 E 29th St, New York, NY 10016",4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM
The Capital Grille,(212) 953-2000,Midtown East,"155 E 42nd St., New York, NY 10017",,,,,,,
The Castello Plan,(718) 856-8888,Flatbush,"1213 Cortelyou Rd., Brooklyn, NY 11218",11PM-Close,11PM-Close,11PM-Close,11PM-Close,11PM-Close,11PM-Close,4PM-8PM|11PM-Close
The Cellar at Beecher's Handmade Cheese,(212) 466-3340,Flatiron,"900 Broadway, New York, NY 10003",,,,,,,
The Central Bar,(212) 529-5333,East Village,"109 E 9th St., New York, NY 10003",3PM-9PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-9PM
The Chelsea Bell,(212) 242-2425,Chelsea,"316 8th Ave., New York, NY 10001",,,,,,,
The Churchill Tavern,(646) 476-8419,Flatiron,"45 E 28th St., New York, NY 10016",,,,,,,
The Clam,(212) 242-7420,West Village,"420 Hudson St., New York, NY 10014",,,,,,,
The Clocktower,(212) 413-4300,Flatiron,"5 Madison Ave., New York, NY 10010",,,,,,,
The Coliseum,(212) 977-3523,Hell's Kitchen,"312 W 58th St., New York, NY 10019",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
The Commodore,(718) 218-7632,Williamsburg - North Side,"366 Metropolitan Ave., Brooklyn, NY 11211",,,,,,,
The Copper Still,(212) 510-8469,East Village,"151 2nd Ave., New York, NY 10003",,,,,,,
The Counting Room,(718) 599-1860,Williamsburg - North Side,"44 Berry St., Brooklyn, NY 11211",2PM-5PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,2PM-5PM
The Craftsman Ale House,(914) 630-7484,Harrison,"235 Harrison Ave., Harrison, NY 10528",,,,,,,
The Creek & The Cave,(718) 706-8783,Hunters Point,"10-93 Jackson Ave., Long Island City, NY 11101",,,,,,,
The Crooked Knife,(212) 696-2593,Midtown East,"29 E 30th St., New York, NY 10016",,,,,,,
The Crown Inn,(347) 915-1131,Crown Heights,"724 Franklin Ave., Brooklyn, NY 11238",,,,,,,
The Cupping Room Cafe,(212) 925-2898,SoHo,"359 W Broadway, New York, NY 10013",,,,,,,
The Cutting Room,(212) 691-1900,Midtown East,"44 E 32nd St., New York, NY 10016",5PM-7PM|11PM-1AM,5PM-7PM|11PM-1AM,5PM-7PM|11PM-1AM,5PM-7PM|11PM-1AM,5PM-7PM|11PM-1AM,5PM-7PM|11PM-1AM,5PM-7PM|11PM-1AM
The Daily,(212) 343-7011,Nolita,"210 Elizabeth St., New York, NY 10012",,,,,,,
The Daisy,(646) 964-5756,Upper East Side,"1641 Second Ave., New York, NY 10028",,,,,,,
The Dakota Bar,(212) 787-0700,Upper West Side,"53 W 72nd St., New York, NY 10023",,,,,,,
The Dead Poet,(212) 595-5670,Upper West Side,"450 Amsterdam Ave., New York, NY 10024",All Day,8PM-Close,8PM-Close,4PM-8PM,4PM-8PM,4PM-8PM,10AM-8PM|8PM-Close
The Dead Rabbit,(646) 422-7906,Financial District,"30 Water St., New York, NY 10004",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
The Delancey,(212) 254-9920,Lower East Side,"168 Delancey St., New York, NY 10002",,,,,,,
The Diamond,(718) 383-5030,Greenpoint,"43 Franklin St., Brooklyn, NY 11222",,,,,,,
The District,(212) 289-2005,Upper East Side,"1679 3rd Ave., New York, NY 10128",,,,,,,
The DL,(212) 228-0909,Lower East Side,"95 Delancy St., New York, NY 10002",,,5:30PM-8PM,5:30PM-8PM,5:30PM-8PM,5:30PM-8PM,
The Double Windsor,(347) 725-3479,Windsor Terrace,"210 Prospect Park W, Brooklyn, NY 11215",12PM-4PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,12PM-4PM
The Douglass Public House,(718) 857-4337,Park Slope,"149 4th Ave., Brooklyn, NY 11217",,,,,,,
The Downtown Cafe,(516) 759-2233,Glen Cove,"4 School St., Glen Cove, NY 11542",,,,,,,
The Draft House,(646) 590-0554,Harlem,"3473 Broadway, New York, NY 10031",,,,,,,
The Drink,(718) 782-8463,East Williamsburg,"228 Manhattan Ave., Brooklyn, NY 11206",,,,,,,
The Dubliner,(212) 785-5400,Financial District,"45 Stone St., New York, NY 10004",,9PM-1AM,9PM-1AM,9PM-1AM,,,
The Dugout,(718) 588-6912,Bronx,"880 River Ave., Bronx, NY 10452",,,,,,,
The Duplex,(212) 255-5438,West Village,"61 Christopher St., New York, NY 10014",,,,,,,
The Dutch,(212) 677-6200,South Village,"131 Sullivan St., New York, NY 10012",,,,,,,
The Dutchess Biercafe,(845) 440-7747,Fishkill,"1097 Main St., Fishkill, NY 12524",,,,,,,
The Eagle,(646) 473-1866,Chelsea,"554 W 28th St., New York, NY 10001",,,,10PM-4AM,,,
The Empire Hotel,(212) 265-7400,Upper West Side,"44 W 63rd St., New York, NY 10023",,,,,,,
The Evergreen,(718) 484-7399,Bushwick,"109 Moffat St., Brooklyn, NY 11207",,,,,,,
The Fat Black Pussycat,(212) 533-4790,Greenwich Village,"130 W 3rd St., New York, NY 10012",4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
The Fat Radish,(212) 300-4053,Chinatown,"17 Orchard St., New York, NY 10002",,,,,,,
The Fez,(203) 324-3391,Stamford,"227 Summer St., Stamford, CT 06901",,,,,,,
The Fitz,(212) 784-2641,Midtown East,"687 Lexington Ave., Manhattan, NY 10022",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
The Flower Shop,(212) 257-4072,Lower East Side,"107 Eldridge St., New York, NY 10002",,,,,,,
The Flying Puck,(212) 736-5353,Chelsea,"364 7th Ave., New York, NY 10001",,,,,,,
The Folly,(646) 726-4740,Greenwich Village,"92 W Houston St., New York, NY 10012",,,,,,,
The Four-Faced Liar,(212) 206-8959,West Village,"165 W 4th St., New York, NY 10014",,,,,,,
The Franklin Steakhouse,(973) 667-1755,Nutley,"238 Franklin Ave., Nutley, NJ 07110",,,,,,,
The Full Shilling,(212) 422-3855,Financial District,"160 Pearl St., New York, NY 10005",,,,,,,
The Fulton Grand,(718) 399-2240,Clinton Hill,"1011 Fulton St., Brooklyn, NY 11238",,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,3PM-8PM,
The Gael Pub,(212) 517-4141,Upper East Side,"1465 3rd Ave., New York, NY 10028",,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
The GAF,noval,Upper East Side,"1696 2nd Ave., New York, NY 10128",,,,,,,
The Gander,(212) 229-9500,Flatiron,"15 W 18th St., New York, NY 10011",,,,,,,
The Garden at Studio Square,(718) 383-1001,Astoria,"35-33 36th St., Long Island City, NY 11106",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
The Garret,(212) 228-6231,East Village,"206 Ave. A, New York, NY 10009",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
The Garth Road Inn,(914) 722-9472,Scarsdale,"96 Garth Rd., Scarsdale, NY 10583",All Day,All Day,All Day,All Day,All Day,All Day,All Day
The Gate,(718) 768-4329,Park Slope,"321 5th Ave., Brooklyn, NY 11215",,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,
The Gem Saloon,(646) 612-7757,Kips Bay,"375 3rd Ave., New York, NY 10016",,,,,,,
The Gilroy,(212) 734-8800,Upper East Side,"1561 2nd Ave., New York, NY 10028",,,,,,,
The Gin Mill,(212) 580-9080,Upper West Side,"442 Amsterdam Ave., New York, NY 10024",,Noon-8PM,Noon-8PM,Noon-8PM,Noon-8PM,Noon-8PM,
The Gin Parlour,(212) 755-5900,Midtown East,"111 E 48th St., New York, NY 10017",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
The Ginger Man,(212) 532-3740,Midtown East,"11 E 36th St., New York, NY 10016",,,,,,,
The Globe,(212) 477-6161,Gramercy,"158 E 23rd St., New York, NY 10010",1PM-7PM,1PM-7PM,1PM-7PM,1PM-7PM,1PM-7PM,1PM-7PM,1PM-7PM
The Godfather of East Hanover,(973) 887-4830,East Hanover,"200 Rt 10 W, East Hanover, NJ 07936",,,,,,,
The Good Life,(516) 798-4663,Massapequa Park,"1039 Park Blvd., Massapequa Park, NY 11762",,,,,,,
The Grafton,(212) 228-8580,East Village,"126 1st Ave., New York, NY 10009",,,,,,,
The Grange Bar and Eatery,(212) 491-1635,Harlem,"1635 Amsterdam Ave., New York, NY 10031",,,,,,,
The Grayson,(212) 510-8726,East Village,"16 1st Ave., New York, NY 10009",11AM-6PM,11AM-8PM|8PM-Close,11AM-8PM|8PM-Close,11AM-8PM|8PM-Close,11AM-8PM|8PM-Close,11AM-8PM,11AM-6PM
The Great Georgiana,(718) 362-7569,Fort Greene,"248 Dekalb Ave., Brooklyn, NY 11205",,,,,,,
The Greek,(646) 476-3941,TriBeCa,"458 Greenwich St., New York, NY 10013",,,,,,,
The Greek Kitchen,(212) 581-4300,Hell's Kitchen,"889 10th Ave., New York, NY 10019",,,,,,,
The Green Door,(212) 974-3169,Midtown West,"600 W 57th St., New York, NY 10019",,,,,,,
The Greene Turtle,(516) 280-7251,East Meadow,"1740 Hempstead Tpke, East Meadow, NY 11554",,,,,,,
The Grey Dog,(212) 229-2345,Chelsea,"242 W 16th St., New York, NY 10011",,,,,,,
The Grille In The Ville,(631) 846-9905,Farmingville,"756 Horseblock Rd., Farmingville, NY 11738",,,,,,,
The Growler Bites & Brews,(917) 409-0251,Financial District,"55 Stone St., Manhattan, NY 10004",,,,,,,
The Guthrie Inn,noval,East Harlem,"1259 Park Ave., New York, NY 10029",,,,,,,
The Habitat,(718) 383-5615,Greenpoint,"988 Manhattan Ave., Brooklyn, NY 11222",,,,,,,
The Half King Bar & Restaurant,(212) 462-4300,Chelsea,"505-507 W 23rd St., New York, NY 10011",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
The Half Pint,(212) 260-1088,Greenwich Village,"76 W 3rd St., New York, NY 10012",,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,
The Happiest Hour,(212) 243-2827,West Village,"121 W 10th St., New York, NY 10011",,,,,,,
The Harold,(212) 686-1888,Midtown West,"1271 Broadway, New York, NY 10001",,,,,,,
The Headless Horseman,(212) 777-5101,Flatiron,"119 E 15th St., New York, NY 10003",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
The Heights Bar & Grill,(212) 866-7035,Morningside Heights,"2867 Broadway, New York, NY 10025",,,,,,,
The Hideaway,(212) 334-5775,TriBeCa,"185 Duane St., New York, NY 10013",,,,,,,
The Hideaway Seaport,(212) 385-2222,Financial District,"22 Peck Slip, New York, NY 10038",,,,,,,
The Hill,(212) 481-1712,Midtown East,"416 3rd Ave., New York, NY 10016",11AM-8PM,All Night,All Night,All Night,5PM-8PM,5PM-10PM|2AM-4AM,11AM-8PM
The Hog Pit NYC,(212) 213-4871,Flatiron,"37 W 26th St., New York, NY 10010",,,,,,,
The Horse Box,(646) 370-1791,East Village,"218 Ave A, New York, NY 10009",,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,12PM-8PM,
The House of Brews,(212) 541-7080,Hell's Kitchen,"302 W 51st St., New York, NY 10019",,11AM-7PM|12AM-Close,11AM-7PM|12AM-Close,11AM-7PM|12AM-Close,11AM-7PM|12AM-Close,11AM-7PM|12AM-Close,
The Immigrant,(347) 224-1210,East Village,"341 E 9th St., New York, NY 10003",5PM-6:30PM,5PM-6:30PM,5PM-6:30PM,5PM-6:30PM,5PM-6:30PM,5PM-6:30PM,5PM-6:30PM
The Irish American Pub & Restaurant,(646) 414-6223,Financial District,"17 John St., New York, NY 10038",,,,,,,
The Irish Pub,(516) 208-5940,Baldwin,"834 Merrick Rd., Baldwin, NY 11510",,,,,,,
The Jeffrey Craft Beer & Bites,(212) 355-2337,Upper East Side,"311 E 60th St., New York, NY 10022",11AM-7PM|11PM-1AM,11AM-7PM|11PM-1AM,11AM-7PM|11PM-1AM,11AM-7PM|11PM-1AM,11AM-7PM|11PM-1AM,,
The John Dory Oyster Bar,(212) 792-9000,Midtown West,"1196 Broadway, New York, NY 10001",5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM
The Jolly Monk,(646) 657-0080,Theater District,"701 9th Ave., New York, NY 10019",,,,,,,
The Junction,(212) 682-7700,Murray Hill,"329 Lexington Ave., New York, NY 10016",All Day,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,All Day
The Keep,(718) 381-0400,Ridgewood,"205 Cypress Ave., Ridgewood, NY 11385",,,,,,,
The Keg Room,(212) 643-1400,Midtown West,"53 W 36th St., New York, NY 10018",,,,,,,
The Kettle Black,(718) 680-7862,Bay Ridge,"8622 3rd Ave., Brooklyn, NY 11209",,,,,,,
The Kiosk,(212) 996-1242,East Harlem,"80 E 116th St., New York, NY 10029",,,,,,,
The Lambs Club,(212) 997-5262,Theater District,"132 W 44th St., New York, NY 10036",,,,,,,
The Leadbelly,(646) 596-9142,Chinatown,"14B Orchard St., New York, NY 10002",,,,,,,
The Lexington Social,(646) 410-0099,East Harlem,"1634 Lexington Ave., New York, NY 10029",,,,,,,
The Liberty,(212) 967-4000,Midtown West,"29 W 35th St., New York, NY 10001",,,,,,,
The Library,(212) 375-1352,East Village,"7 Ave A, New York, NY 10009",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM|8PM-Midnight,5PM-8PM,5PM-8PM
The Little Owl,(212) 741-4695,West Village,"90 Bedford St., New York, NY 10014",,,,,,,
The Local,(917) 832-6797,Astoria,"41-04 31st Ave., Astoria, NY 11103",,,,,,,
The Loeb Boathouse,(212) 517-2233,Central Park,"E 72nd St. 5th Ave., New York, NY 10128",,,,,,,
The Long Hall,(646) 455-0777,Murray Hill,"58 E 34th St., New York, NY 10016",,,,,,,
The Long Room,(212) 997-3933,Theater District,"120 W 44th St., New York, NY 10036",,,,,,,
The Louise,(212) 570-5445,Yorkville,"1586 York Ave., New York, NY 10028",,,,,,,
The Lowery Bar & Kitchen,(929) 208-0055,Sunnyside,"43-02 43rd Ave., Sunnyside, NY 11104",,,,,,,
The Lucky Bee,(917) 262-0329,Lower East Side,"252 Broome St., New York, NY 10002",,,,,,,
The Madhatter Pub & Eatery,(212) 696-2122,Kips Bay,"360 3rd Ave., New York, NY 10016",,,,,,,
The Madison Bar & Grill,(201) 386-0300,Hoboken,"1316 Washington St., Hoboken, NJ 07030",,,,,,,
The Magician,(212) 673-7851,Lower East Side,"118 Rivington St., New York, NY 10002",,,,,,,
The Malt House,(212) 228-7713,Greenwich Village,"206 Thompson St., New York, NY 10012",11AM-4PM,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,12PM-7PM,11AM-4PM
The Malt House FiDi,(646) 682-7577,Financial District,"9 Maiden Ln., New York, NY 10038",,,,,,,
The Mark Hotel,(212) 744-4300,Upper East Side,"25 E 77th St., New York, NY 10075",,,,,,,
The Marshal,(212) 582-6300,Midtown West,"628 10th Ave., New York, NY 10036",,,,,,,
The Mean Fiddler,(212) 354-2950,Theater District,"266 W 47th St., New York, NY 10002",,,,,,,
The Meatball Shop,(718) 551-0520,Williamsburg,"170 Bedford Ave., Brooklyn, NY 11249",,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,4PM-6PM,
The Mercer Kitchen,(212) 966-5454,SoHo,"99 Prince St., New York, NY 10012",,,,,,,
The Mermaid Inn,(212) 674-5870,East Village,"96 2nd Ave., New York, NY 10003",,5:30PM-7PM,5:30PM-7PM,5:30PM-7PM,5:30PM-7PM,5:00PM-7PM,
The Milling Room,(212) 595-0380,Upper West Side,"446 Columbus Ave., New York, NY 10024",,,,,,,
The Modern,(212) 333-1220,Midtown West,"9 W 53rd St., New York, NY 10019",,,,,,,
The Molly Wee Pub,(212) 967-2627,Chelsea,"402 8th Ave., New York, NY 10001",All Day,All Day,All Day,All Day,All Day,All Day,
The Monster,(212) 924-3557,West Village,"80 Grove St., New York, NY 10014",,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,4PM-9PM,
The Mulberry Project,(646) 448-4536,Little Italy,"149 Mulberry St., New York, NY 10013",,,,,,,
The New York Beer Company,(212) 245-2337,Hell's Kitchen,"321 W 44th St., New York, NY 10036",Midnight-4AM,11AM-8PM|Midnight-4AM,11AM-8PM|Midnight-4AM,11AM-8PM|Midnight-4AM,11AM-8PM|Midnight-4AM,11AM-8PM|Midnight-4AM,Midnight-4AM
The NoMad Restaurant,(347) 472-5660,Flatiron,"1170 Broadway, New York, NY 10001",,,,,,,
The Old Homestead Steakhouse,(212) 242-9040,Meatpacking District,"56 9th Ave., New York, NY 10011",,,,,,,
The Otheroom,(212) 645-9758,West Village,"143 Perry St., New York, NY 10014",,,,,,,
The Owl Farm,(718) 499-4988,Park Slope,"297 9th St., Brooklyn, NY 11215",,,,,,,
The Owl's Head,(718) 680-2436,Bay Ridge,"479 74th St., Brooklyn, NY 11209",,,,,,,
The Palm Tribeca,(646) 395-6393,TriBeCa,"206 West St., New York, NY 10282",,,,,,,
The Paris Cafe,(212) 240-9797,South Street Seaport,"119 South St., New York, NY 10038",,,,,,,
The Park,(212) 352-3313,Chelsea,"118 10th Ave., New York, NY 10011",,,,,,,
The Park Lounge,(631) 979-1351,Kings Park,"605 E Main St., Kings Park, NY 11754",,,,,,,
The Parlour,(212) 580-8923,Upper West Side,"250 W 86th St., New York, NY 10024",,,,,,,
The Patriot Saloon,(212) 748-1162,TriBeCa,"110 Chambers St., New York, NY 10007",,,,,,,
The Pavilion,(212) 677-7818,Flatiron,"20 Union Square W, New York, NY 10003",,,,,,,
The Penny Farthing,(212) 387-7300,East Village,"103 3rd Ave., New York, NY 10003",,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,
The Penrose,(212) 203-2751,Upper East Side,"1590 2nd Ave., New York, NY 10028",10:00AM-4PM,3PM-7PM,3PM-7PM,3PM-7PM,3PM-7PM,12PM-7PM,10:00AM-4PM
The Perfect Pint II,(212) 867-8159,Midtown East,"203 E 45th St., New York, NY 10017",,,,,,,
The Pike,(718) 347-8052,Floral Park,"271-02 Union Tpke, New Hyde Park, NY 11040",,,,,,,
The Pines,(718) 596-6560,Gowanus,"284 3rd Ave., Brooklyn, NY 11215",,,,,,,
The Point Ale House & Grill,(516) 442-2402,Point Lookout,"70 Lido Blvd., Point Lookout, NY 11569",,,,,,,
The Polo Bar,(212) 207-8562,Midtown East,"1 E 55th St., New York, NY 10022",,,,,,,
The Press Box,(212) 317-1826,Midtown East,"932 2nd Ave., New York, NY 10022",,,,,,,
The Press Lounge,(212) 757-2224,Hell's Kitchen,"653 11th Ave., New York, NY 10036",,,,,,,
The Proper Cafe,(718) 341-2233,Cambria Heights,"21701 Linden Blvd., Cambria Heights, NY 11411",,,,,,,
The Punch Bowl,(718) 884-7322,Kingsbridge,"5820 Broadway, Bronx, NY 10463",,,,,,,
The Quarter,(212) 691-3252,West Village,"522 Hudson St., New York, NY 10014",,,,,,,
The Quays Pub,(718) 204-8435,Astoria,"45-02 30th Ave., Astoria, NY 11103",,,,,,,
The Queens Kickshaw,(718) 777-0913,Astoria,"40-17 Broadway, Astoria, NY 11103",,,,,,,
The Railyard Tavern,(201) 773-3372,Radburn,"14-26 Plaza Rd. N, Fair Lawn, NJ 07410",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
The Raines Law Room,noval,Flatiron,"48 W 17th St., New York, NY 10011",,,,,,,
The Randolph at Broome,(212) 274-0667,Little Italy,"349 Broome St., New York, NY 10013",8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
The Red Cat,(212) 242-1122,Chelsea,"227 10th Ave., New York, NY 10011",,,,,,,
The Red Lion,(212) 260-9797,Greenwich Village,"151 Bleecker St., New York, NY 10012",,3PM-8PM,3PM-8PM,Open-10PM,3PM-8PM,3PM-8PM,
The Republic Pub,(516) 293-4400,Farmingdale,"217 Main St., Farmingdale, NY 11735",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
The Ridgewood Ale House,(718) 456-4495,Ridgewood,"57-38 Myrtle Ave., Ridgewood, NY 11385",,,,,,,
The Ritz,(212) 333-4177,Hell's Kitchen,"369 W 46th St., New York, NY 10036",,,,,,,
The River Cafe,(718) 522-5200,DUMBO,"1 Water St., Brooklyn, NY 11201",,,,,,,
The Rock Shop,(718) 230-5740,Park Slope,"249 4th Ave., Brooklyn, NY 11215",,,,,,,
The Royal Munkey,(646) 863-2249,Kips Bay,"438 2nd Ave., New York, NY 10010",,,,,,,
The Royal Palms Shuffleboard Club,(347) 223-4410,Gowanus,"514 Union St., Brooklyn, NY 11215",,,,,,,
The Rum House,(646) 490-6924,Theater District,"228 W 47th St., New York, NY 10036",,12PM-6PM,12PM-6PM,12PM-6PM,12PM-6PM,12PM-6PM,
The Sackett,(718) 622-0437,Park Slope,"661 Sackett St., Brooklyn, NY 11217",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
The San Remo Cafe,(347) 796-0520,SoHo,"201 Lafayette St., New York, NY 10012",,,,,,,
The Sandwich Bar,(718) 777-1078,Astoria,"33-01 Ditmars Blvd., Astoria, NY 11105",,,,,,,
The Shady Lady,(718) 440-9081,Astoria,"34-19 30th Ave., Astoria, NY 11103",,,,,,,
The Shakespeare,(646) 837-6779,Midtown East,"24 E 39th St., New York, NY 10016",,,,,,,
The Ship,(212) 219-8496,SoHo,"158 Lafayette St., New York, NY 10013",,,,,,,
The Skylark,(212) 257-4578,Midtown West,"200 W 39th St., New York, NY 10018",,,,,,,
The Smile,(646) 329-5836,NoHo,"26 Bond St., New York, NY 10012",4:30PM-6PM,4:30PM-6PM,4:30PM-6PM,4:30PM-6PM,4:30PM-6PM,4:30PM-6PM,4:30PM-6PM
The Smith,(212) 420-9800,East Village,"55 3rd Ave., New York, NY 10003",,,,,,,
The Smoke Joint,(718) 797-1011,Fort Greene,"87 S Elliott Pl, Brooklyn, NY 11217",,,,,,,
The Sparrow Tavern,(718) 606-2260,Astoria,"24-01 29th St., Astoria, NY 11102",,,,,,,
The Spotted Owl Tavern,(212) 388-9844,East Village,"211 Ave. A, New York, NY 10009",,,,,,,
The Spotted Pig,(212) 620-0393,West Village,"314 W 11th St., New York, NY 10014",,,,,,,
The Stag's Head,(212) 888-2453,Midtown East,"252 E 51st St., New York, NY 10022",,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,
The Stanton Social,(212) 995-0099,Lower East Side,"99 Stanton St., New York, NY 10002",,,,,,,
The Stonewall Inn,(212) 488-2705,West Village,"53 Christopher St., New York, NY 10014",2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM
The Storehouse,(212) 243-8898,Flatiron,"69 W 23rd St., New York, NY 10010",,,,,,,
The Stumble Inn,(212) 650-0561,Upper East Side,"1454 2nd Ave., New York, NY 10021",11:30AM-Close,11:30AM-7PM|7PM-Close,11:30AM-7PM|7PM-Close,11:30AM-7PM|7PM-Close,11:30AM-7PM|7PM-Close,11:30AM-7PM,11:30AM-7PM
The Summit Bar,(347) 465-7911,East Village,"133 Ave C, New York, NY 10009",4PM-7:30PM,5:30PM-7:30PM,5:30PM-7:30PM,5:30PM-7:30PM,5:30PM-7:30PM,5:30PM-7:30PM,4PM-7:30PM
The Supply House,(646) 861-3585,Upper East Side,"1647 2nd Ave., New York, NY 10028",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
